,Unnamed: 0,translated_text,fear,disgust,joy,sadness,surprise,anger,text
59,59,استفاده از کودکان به عنوان ابزار تبلیغاتی در رسانه‌ها باعث می‌شود که آن‌ها وارد دنیای بزرگسالان شوند و آسیب ببینند. این موضوع ناراحت کننده است و باید از آن درس بگیریم تا روحمان آموزش ببیند.,0,0,0,1,0,0,ልጆችን ለሚዲያ መሸቀጫ ማዋል የሰው አይን እንዲገቡ ፀፀቱ እንዲጎዳን ያደርጋል ያሳዝናል ነገሩ ከዚህ ልንማር ይገባል ነፍስ ይማር
60,60,به نظر من یک سخنرانی کاملاً عالی نیست! اما سخنی است که بدون فکر گفته شده و قدرتمند است! آقای تامی، آرام باشید!,1,0,0,0,0,1,በፍፁም ጥሩ ንግግር አይመስለኝም! ሳይታሰብ የተነገረ ግን እደገኛ ንግግር! ክቡር ጠሚ ይታረሙ!
61,61,عاشق آمریکایی که توسط پلیس کنیا دستگیر شده بود، از کنترل پلیس فرار کرد.,0,0,0,0,0,0,ፍቅረኛውን የገደለው አሜሪካዊ ታዳኝ ከኬንያ የፖሊስ ቁጥጥር ስር አመለጠ
62,62,"اسمم ویدو بود، یک دوست داشتنی بود و خیلی وقت‌ها با هم می‌خندیدیم. بعدش معذرت می‌خواست و من هم چون دوستش داشتم، می‌بخشیدمش. اما یه روز بهم گفت: ""تو شبیه مبرهن هستی."" اصلاً اینطور نبود که دارم نقش اون رو بازی کنم. حتی ازم خواست باهم ازدواج کنیم و من هم گفتم باشه. ولی تماس‌هامون کمتر شد، اما همیشه بهم می‌گفت دوستم داره. با خواهرهایش هم آشنا کردم. لطفاً بهم بگین باید چیکار کنم؟ چون واقعاً گیج شدم و نگرانم.",0,0,0,1,0,0,ስሙኝማ ውዶቸ አንድ ፍቅረኛ ነበረኝ እና በጣም ብዙ ጊዜ ይሰድበኛል እንጨቃጨቃለን ከዛም ይቅርታ ይጠይቀኛል እና እኔም ስለምወደው ይቅርታ አደርግለታለሁ አንድ ቀን ግን አስመሳይ ነሽ አለኝ እመብርሀንን እያሰመሰልኩ አልነበረም እንዲያውም እንድንጋባ ጠይቆኝ ነበር እና እሽ ብየው ነበር ግን ስልክም መደወል ቀነሰ ግን ሁሌም እንደሚወደኝ ይነግረኛል ሲስተሮቹ ጋርም አስተዋውቆኛል እና ምን ይሻለኛል እባካችሁ ንገሩኝ ላስቸግሬችሁ እና ለላይክ ብየም
63,63,خیلی ناراحت‌کننده است، مادرم 😭💔,0,0,0,1,0,0,በጣም ያሳዝናል የኔ እናት አይዞሽ 💔😭😭😭
64,64,2 زباله‌های اوریومیا آب اوریومیا گندم از اوریومیا آره چند تا پس این جمعیت بزرگ را رها کرده و کجا می‌خواهی برسی؟ ادامه دادن به نفرت از اورومو، چیزی نیست که بگویی ایستاده است و گوش می‌دهد. من اورومو نیستم.,0,1,0,0,0,1,2 ቆሻሻ ማስወገጆ ኦሮሚያ ውሃ ኦሮሚያ ስንዴ ከኦሮሚያ አረ ስንቱ ታዲያ ይህን ትልቅ ህዝብ ጠልተህ የት ልትደርስ ሲቀጥል ኦሮሞን ጠልተህ ኢትያ ብሎ ነገር የለም ለቆሞ ቀሮች ይሰማል i am not oromo
65,65,بحران سودان چه تأثیری بر ما دارد؟ پشت پرده جنگ داخلی کیست؟,0,0,0,0,0,0,የሱዳን ቀውስ ለኛ ያለው እንድምታ ምንድነው? ከእርስ በርሱ ጦርነት ጀርባ ያለው አጫዋች ማን ነው?
66,66,سپاسگزاریم برای گزارش به‌موقع شما. در مورد موضع ایران درباره حمله ۷۱۰۲۳ حماس، پس از ورود نیروهای پیاده نظام اسرائیل به غزه، ما نیز اعلام کردیم که همراهی خواهیم کرد اما موفق نشدیم. حماس گفت که این اقدام را برای دفاع از خود انجام داده است و حالا می‌گوید این انتقام خودمان است. عجیب است.,0,0,1,0,0,0,ሰለ ወቅታዊ ዘገባህ እናመሰግናለን ምነው የኢራን ዘገባ አቋም የሌለው የ71023 የሀማስን ጥቃት ተከትሎ የእስራኤል እግረኛ ጦር ወደ ጋዛ ከገባ እኛም እንቀላቀላለን ብላ ነበር አልሳካላት ሲል ሀማስ የ71023ሲፈፅም ሰለአለማከረን ነው አለች አሁን ደግሞ የራሳችን በቀል ነው አለች ሚገርም ነው
67,67,در کنار یک کودک بودن و چنین شوخی‌ای انجام دادن خوشایند نیست.,0,0,0,0,0,0,ከአጠገብ ህፃን እያለ እንደዚህ አይነት ፕራንክ ደስ አይልም
68,68,اگر حداقل یک چیز معمولی بود، خوب می‌شد! حداقل مقداری آماده‌سازی صورت می‌گرفت. اما در همه جا طوری رفتار کرده‌اند که انگار هیچ استراحتی وجود ندارد و از هر طرف به ما حمله می‌کنند!,0,0,0,0,0,1,እረ የምን ተራ ነው ተራ ቢኖርማ ጥሩ ነበር ቢያንስ የተወሰነው ይዘጋጅ ነበር ! በሁሉም ቦታ እረፍት እንዳይኖረን አድርገው በአራቱም አቅጣጫ ተናበው እየጨፈጨፉን ነው!
69,69,"""بین دولت فدرال و حزب تیگرای بی‌اعتمادی وجود دارد."" آتو گتاچو ردا",0,0,0,0,0,0,“በፌደራል መንግሥቱ እና በህወሓት መካከል አለመተማመን አለ” አቶ ጌታቸው ረዳ
70,70,در کنیا یک معلم به طور مداوم بیش از دو روز تدریس کرد.,0,0,0,0,1,0,በኬንያ አንዲት መምህር ያለማቋረጥ ከሁለት ቀን በላይ አስተማረች
71,71,آدوا، پیروزی بزرگ اتیوپی، افتخار آفریقا و راهنما و نور درخشانی برای مردم سیاهپوست سراسر جهان است. این رویداد به عنوان ستون فقرات پیروزی‌های آینده برای نسل جدید در تاریخ ثبت خواهد شد و قربانی گرانبهایی برای اتیوپی و هویت اتیوپیایی است.,0,0,1,0,0,0,አድዋ የታላቋ ኢትዮጵያ ታላቅ ድል  የአፍሪካ ኩራት  የመላ አለም ጥቁር ህዝብ መመኪያና አሸብራቂ ብርሃን ነው  ለአዲሱ ትውልድ የወደፊት ድል የጀርባ አጥንት ሆኖ በታሪክ ሲታወስ ይኖራል  ለኢትዮጵያና ኢትዮጵያዊነት የተከፈለ ክቡር መስዋእትነት ነው
72,72,چشم سایه 😢😢😢 هههه دانی 😳 اما مادربزرگش خیلی باهوش است دوستت دارم 😍😍😍 چیزی که به آن شام می‌گویند 😂😂😂 وای چه سرعتی، متشکرم 💎💎💎,0,0,1,0,0,0,ኣይነ ጥላ😢😢😢ሆሆሆ ዳኒ😳 ግን ኣያቿት በጣም ብልጥ ነች love you 😍😍😍እራት የሚሏት ነገር😂😂😂ወይኔ ፍጥነት thank you 💎💎💎
73,73,بازی‌های سنتی والیاتا یکی از بهترین میراث‌هایی است که اتیوپی دارد. باید این بازی را حفظ کنیم. به عنوان مثال، بازی‌های آمهارا و اورومو با شانه و پا انجام می‌شوند، اما بازی والیاتا شامل حرکات کمر است و شبیه به بازی‌های عربی و هندی می‌باشد. توسعه آن مناسب است.,0,0,1,0,0,0,የወላይታ ባህላዊ ጨዋታዎች ኢትዮጵያ ኣላት ከሚባሉት ጥሩ ቅርሶች ኣንዱ ነው ይህን ጨዋታ ልናዳብረው ይገባል ለምሳሌ የኣማራ የኦሮሞ በትከሻና በእግር ይከናወናል የወላይታ ጨዋታ ግን የወገብ ውዝዋዜን ያካትታል ከኣረቦች ከህንድ ጨዋታዎች ጋር ይመስላል ማዳበሩ ተገቢ ነው
74,74,محترم آقای آلمو، نام شما بسیار جالب بود. ما او را دوست داشتیم و تا این لحظه از دست دادنش متأسفیم.,0,0,1,0,0,0,የተከበሩ አቶ አለሙ ስሜ ሰልፉ እጅግ የሚገርም ነበር እንወደቾኣል ገነ ህቀራል እስከ ይህዎት መስወትነት ነዉ
75,75,حاجالو را به یاد آور، تو و بکله گربرا از مسکرام سی سال بعد حکومتی وجود ندارد. پرسیدند تا اینکه فرزندان جنوبی که خونشان بر زمین ریخته شد را نابود کردی. اورومیا بدون اتیوپی گفت: این گله را به آتش کشید، سرهای ایلقی یدا و ISIS از آنها نفرت دارند. اکنون مسلمانان اورومو باید آمریکا و کانادا را برای نجات همه بسیج کنند.,0,1,0,0,0,1,ሃጫሉን አስበላው አንተና በቀለ ገርባ ከመስከረም ሰላሳ በሃላ መንግስት የለም ጠይቀው እስኪ ያስጨፈጨፍካቸው የደቡብ ልጆች ደማቸው ይፋረድሃል oromya with out of Ethiopia ብሎ ይህንን መንጋ ነዳው የአይልቀይዳ እና Isis ጭንቅላት ከነሱ ይከፉ ናቸው ኦሮሞ ሙስሊሞች አሁንማ አሜሪካና ካናዳ ልታባርራቸው ነው ሁሉንም
76,76,Tdf Tigray Prevail این همه مشکل را که به وجود آورده است، قدرت قبلی که در دست دشمنان آمهرا، یعنی حزب تیگرای (TPLF)، بود. حتی اگر جنگ را شروع کرده‌اید، ما شما را تحریک نکرده‌ایم. ولکایت و رایا نیز میراث باستانی و تاریخی مردم آمهرا هستند. هیچ کس نمی‌تواند علیه آمهرا پیروز شود، زیرا برای آمهرا جنگ مقدس است. به زودی نیروهای مهاجم آبیی احمد و رهبران دفاعی حزب تیگرای از بین خواهند رفت و به جایگاه سابق خود در دوران منلیک بازخواهند گشت.,0,1,0,0,0,0,Tdf Tigray Prevail ይህንንን ሁሉ ችግር ያመጣው ስልጣን ላይ የነበረው አማራ ጠሉ ህወሃት ነው። ጦርነቱንም ቢሆን የጀመራችሁት እናንተው እንጂ እኛ አልደረስንባችሁም። ወልቃይት እና ራያ ደግሞ የጥንት የጥዋት የአማራ ርስት ናቸው። ለማንኛውም አማራ ላይጨርስ አይጀምርም፣ ለአማራ ጦርነት ሰርጉ ስለሆነ በቅርቡ ወራሪውን የአብይ ጦር እና የህወሓት የመከለያ አመራሮች መንጥሮ ወደ ቀድሞ ዙፋኑ ወደ ሚኒልክ ቤተመንግሥት የሚገባባባት ቀን ሩቅ
77,77,ال چاپو، رهبر جنبش زاپاتیستا، پس از دستگیری در ایالت مکزیک شورش به پا کرد.,0,0,0,0,0,0,የዕጽ አዘዋዋሪው ኤል ቻፖ ልጅ በቁጥጥር ሥር ከዋለ በኋላ በሜክሲኮዋ ግዛት አመጽ ተቀሰቀሰ
78,78,پدر، این مردم بدون توجه به زندگی کردن، چگونه است که ما نمی‌دانیم و تو می‌خواهی از ما دور شوی؟ این غمگین کننده است. سرزمین ستمگران و ظالمان، مردمی که گویی دین دارند، فاجعه است.,0,1,0,1,0,0,አቦ ይሄ ሕዝብ ቀልብ ሳይገዛ መኖር ምን እንደሁ ሳናውቀው ጀንበር ልትጠልቅብን ነው ያሳዝናል? ምድረ ምቀኛና ዘረኛ ሕዝብ ደሞ ሀይማኖት ያለን ይመስል ፍጅት
79,79,یک معلم که یک روستا را با کتاب‌خانه کودکان آشنا کرد.,0,0,1,0,0,0,አንዲት የገጠር መንደርን ከሕጻናት ቤተ መጽሐፍት ጋር ያስተዋወቀችው መምህርት
80,80,از کجا؟ به نظر نمی‌رسد که بنیان یک سازمان با استراتژی و برنامه بلندمدت باشد. اگر آبیی ناگهان بپرد و بگوید: «من اورومیا و جنوب را جدا می‌کنم»، پاسخ خواهد داشت.,0,1,0,0,0,0,ከዛስ? ብአዴን የረጅም ግዜ ስትራተጂና ዕቅድ ይዞ የሚንቀሳቀስ ድርጅት አይመስለኝም። አብይ ድንገት ተነስቶ ኦሮሚያና ደቡብን ይዤ እገነጠላለሁ ቢለው መልስ ያለ
81,81,پشت سر شما، مادران و نمایندگان مردم که سکوت را انتخاب کرده‌اید در حالی که از ظلمی که انجام می‌شود آگاه هستید. به نام مردم با من صحبت کنید، اما شما سکوت کردید. شکم شما خدای شما شده است و وفاداری شما مشخص شده است. شما جریمه خواهید شد.,0,0,0,1,0,1,በጀርባ የሚወጉ አጭበርባሪ እናተ የህዝብ ተወካይ ተባዬች የሚያደርጉትን ግፍ እያወቃችሁ ዝምታን መረጣችሁ  ህዝብ ወክሏችሁ እና ተናገሩልኝ ብሎ እናተ ግን ዝም አላችሁ ሆዳችሁ አምላክ ሆነ ታማኝነታችሁ ለማን እንደሆነ ታይቷል ዎጋ ትከፍላላችሁ
